term	warmth	competence	sociability	trust
pure joy	1.000	0.624	1.000	0.133
pure luck	0.111	0.288	0.111	0.091
push away	-0.708	0.034	-0.708	-0.515
push back	-0.286	-0.262	-0.286	-0.194
push forward	0.571	0.428	0.571	0.121
push in	-0.429	-0.130	-0.429	-0.400
push off	-0.667	-0.300	-0.667	-0.148
push out	-0.476	-0.294	-0.476	-0.455
pussy out	-0.667	-0.516	-0.667	-0.667
put away	0.091	-0.226	-0.042	0.091
put back	0.500	-0.408	0.048	0.500
put behind	-0.208	-0.096	-0.208	0.091
put down	-0.667	-0.100	-0.667	-0.567
put in	0.381	-0.032	0.381	0.030
put off	-0.472	-0.094	-0.381	-0.472
put out	-0.417	-0.044	-0.417	-0.133
put over	-0.467	-0.038	0.048	-0.467
put pressure	-0.417	-0.036	-0.417	-0.300
put together	0.741	0.344	0.680	0.741
put under	-0.375	-0.326	-0.375	-0.056
puzzle game	0.381	0.250	0.381	0.111
pyramid scheme	-0.958	0.100	-0.958	-0.889
quality assurance	0.926	0.150	0.167	0.926
quality control	0.939	0.536	0.000	0.939
quality time	1.000	0.580	1.000	0.556
quarter to	0.000	0.000	0.000	0.000
queen bee	-0.167	0.464	-0.167	0.037
question mark	0.056	-0.138	0.056	0.000
quick check	0.148	0.072	0.125	0.148
quick response	0.727	0.242	0.542	0.727
quick trip	0.500	0.242	0.500	0.056
quiet down	-0.185	-0.608	-0.185	0.030
quiet place	-0.238	-0.400	-0.238	0.233
quit on	-0.750	-0.518	-0.750	-0.424
quite right	0.788	-0.134	0.571	0.788
rabbit hole	-0.167	-0.214	-0.114	-0.167
racial discrimination	-1.000	-0.094	-1.000	-0.970
racial profiling	-1.000	0.032	-1.000	-0.939
rack up	-0.048	0.034	-0.048	0.000
radio broadcast	0.528	0.226	0.208	0.528
radio play	0.417	-0.064	0.417	0.091
rag doll	0.208	-0.266	0.208	0.033
rag on	-0.667	-0.192	-0.667	-0.593
rain forest	0.458	0.100	0.458	0.000
rain out	-0.083	-0.300	-0.083	0.030
rain shower	0.542	-0.142	0.542	0.091
rainbow flag	0.917	-0.160	0.917	0.154
rainbow trout	0.381	-0.340	0.381	0.074
rained out	-0.167	-0.366	-0.167	0.000
rainy day	0.286	-0.290	0.286	0.000
raise funds	0.952	0.344	0.952	0.636
raise hell	-0.800	-0.186	-0.542	-0.800
raise up	0.524	0.286	0.524	0.185
raising hell	-0.788	-0.160	-0.667	-0.788
rake in	-0.267	0.354	0.125	-0.267
ramble on	0.524	0.032	0.524	-0.037
rap sheet	-0.625	0.166	-0.625	-0.611
rapid transit	0.190	-0.034	-0.042	0.190
rat on	-0.926	-0.406	-0.778	-0.926
rat poison	-1.000	-0.344	-1.000	-0.939
rat race	-0.606	-0.242	-0.500	-0.606
rather than	0.061	0.036	0.000	0.061
raw deal	-0.606	-0.286	-0.458	-0.606
raw meat	-0.556	-0.226	-0.556	-0.500
raw talent	0.190	0.162	0.190	0.182
razor blade	-0.833	-0.258	-0.833	-0.152
read back	0.143	-0.178	0.143	0.042
read on	0.111	-0.062	0.083	0.111
read out	-0.030	-0.130	0.000	-0.030
reading glasses	0.250	0.032	0.074	0.250
reading group	0.889	0.194	0.889	0.556
reading list	0.242	0.038	0.185	0.242
ready for	0.857	0.294	0.857	0.083
real deal	0.750	0.242	0.750	0.700
real estate	0.212	0.290	-0.083	0.212
real good	0.917	0.414	0.917	0.545
real impact	0.524	0.392	0.524	0.242
real issue	0.500	-0.034	0.074	0.500
real life	0.528	0.622	0.208	0.528
real problem	-0.286	-0.400	-0.286	0.030
real stuff	0.576	0.364	0.333	0.576
real thing	0.722	0.066	0.333	0.722
real world	0.361	0.276	0.083	0.361
rear end	-0.429	-0.142	-0.429	0.028
reasonable doubt	-0.417	-0.034	0.292	-0.417
reasonable person	0.917	0.366	0.917	0.667
receding hairline	-0.143	0.066	-0.143	0.000
reckless driving	-0.944	-0.034	-0.944	-0.861
recommend to	0.788	0.032	0.750	0.788
recording studio	0.556	0.166	0.556	0.259
red alert	-0.481	-0.062	-0.481	-0.095
red card	-0.500	-0.270	-0.500	-0.476
red carpet	0.625	0.032	0.625	0.182
red delicious	0.458	-0.200	0.458	0.061
red dog	0.111	-0.200	0.111	0.000
red flag	-0.583	-0.108	-0.583	-0.500
red herring	-0.667	-0.034	-0.524	-0.667
red ink	-0.481	0.068	-0.481	-0.306
red light	-0.375	-0.428	-0.375	-0.067
red line	-0.222	-0.218	-0.222	-0.091
red lipstick	0.333	0.000	0.333	0.100
red onion	0.028	-0.136	0.000	0.028
red scare	-0.758	-0.172	-0.708	-0.758
red state	-0.292	-0.066	-0.292	0.000
red tape	-0.667	-0.238	-0.667	-0.606
red zone	-0.476	0.142	-0.476	0.067
reek of	-0.667	-0.434	-0.667	-0.515
reflected in	0.148	-0.072	0.056	0.148
regardless of	0.148	0.100	-0.125	0.148
regime change	-0.625	0.280	-0.625	-0.545
registered nurse	1.000	0.300	1.000	0.939
regular guy	0.667	-0.120	0.667	0.533
rein in	0.545	-0.032	-0.208	0.545
relate to	0.958	0.112	0.958	0.212
religious belief	0.667	0.200	0.667	0.515
religious right	-0.600	0.134	-0.600	0.303
renewable energy	0.852	0.444	0.852	0.600
rent control	0.481	0.106	0.481	0.303
rent out	0.212	-0.414	0.042	0.212
repeat offender	-0.900	-0.096	-0.792	-0.900
representative democracy	0.889	0.322	0.889	0.852
rescue dog	0.833	0.032	0.833	0.758
research project	0.528	0.400	0.000	0.528
research team	0.733	0.534	0.625	0.733
residential area	0.407	0.512	0.407	0.186
resigned to	-0.444	-0.242	-0.444	0.000
resisting arrest	-0.792	-0.276	-0.792	-0.727
resort to	-0.300	0.096	-0.148	-0.300
rest day	0.542	-0.206	0.542	0.182
rest stop	0.333	-0.346	0.333	0.111
restorative justice	0.697	0.104	0.619	0.697
restraining order	-0.857	0.354	-0.857	-0.467
retirement fund	0.697	0.408	0.125	0.697
return to	0.762	-0.354	0.762	0.212
revel in	0.630	0.180	0.630	-0.152
reverse racism	-0.714	-0.032	-0.714	-0.667
revert to	-0.083	-0.138	-0.083	0.028
revolutionary war	-0.167	0.660	-0.167	0.000
revolving door	-0.417	-0.038	-0.259	-0.417
rhetorical question	-0.286	0.032	-0.286	-0.083
